isin,securityid,newbsecode,oldbsecode,newnsecode,oldnsecode,newname,oldname,symbol,company_id,sector
INE741K01010,541770,CREDITACC,,CREDITACC,,Credit Access Grameen,,CREDITACC,fbaee895-22e3-40b8-afa7-cd171562d9e4,
INE741L01018,534674,DUCON,,DUCON,,Ducon Infratechnologies,,DUCON,b8802b23-391e-43e3-8828-2f6026b8f1cf,
INE742B01025,509079,GUFICBIO,,GUFICBIO,,Gufic BioSciences,,GUFICBIO,247ee983-5fee-496b-8074-c0209ca89833,
INE742C01031,511034,JINDRILL,,JINDRILL,,Jindal Drilling & Industries,,JINDRILL,3bf12a38-b169-44ff-aafb-369063161627,
INE742F01042,532921,ADANIPORTS,,ADANIPORTS,,Adani Ports & SEZ,,ADANIPORTS,5576da1f-5495-47d6-8cdd-20f7f9009e31,
INE743D01011,526905,PADMAIND,,,,Padmanabh Industries,,PADMAIND,1a7065e2-ae4d-4ac0-982f-93002b9eb4a1,
INE743M01012,534076,RHIM,,RHIM,,RHI Magnesita,,RHIM,ca0f119a-ce90-413d-b792-76fbfdece663,
INE744C01029,524414,NORRIS,,,,Norris Medicines,,NORRIS,659a8379-87ec-4e57-a147-b31bf056fbe1,
INE744D01019,526345,PANJON,,,,Panjon,,PANJON,cf71cd13-e56f-49f8-93d9-feb9e4336308,
INE745A01012,512345,YASTF,,,,Yash Trading & Finance,,YASTF,68914e75-9685-4113-9ca3-fb1bf12a0ece,
INE745B01028,507794,KHAICHEM,,KHAICHEM,,Khaitan Chemicals & Fertilizers,,KHAICHEM,85c62e7c-83b0-4acf-91cb-b938fbe55d32,
INE745G01035,534091,MCX,,MCX,,MCX,,MCX,94202dc4-3531-4ee1-9c93-15149f5eb10b,
INE745P01010,538465,AMARSEC,,,,Amarnath Securities,,AMARSEC,908f7631-3ddf-4990-9b35-3010c1c339e7,
INE745R01024,543208,REGIS,,,,REGIS INDUSTRIES LIMITED,,REGIS,cca16a60-0fa4-4404-afeb-db68a8493191,
INE746D01014,507864,PIONRINV,,,,Pioneer Investcorp,,PIONRINV,4d4d128f-64b1-49e1-818e-3eea9e1a961e,
INE746V01016,540144,DRA,,,,DRA Consultants,,DRA,c30dbb54-4b21-40e5-8b44-93bd391d3105,
INE747B01016,532416,NEXTMEDIA,,NEXTMEDIA,,Next Mediaworks,,NEXTMEDIA,e261b716-825f-447e-af65-787044fb5d2e,
INE747K01017,533203,TARAPUR,,TARAPUR,,Tarapur Transformers,,TARAPUR,d4cbb056-1515-43ae-af57-f3eea9c04f44,
INE747V01014,511096,TVOLCON,,,,Tivoli Construction,,TVOLCON,01bfebc8-9e43-4bb9-9a93-5d7eda1c53c5,
INE748C01038,532628,3IINFOLTD,,3IINFOLTD,,3I Infotech,,3IINFOLTD,4071a351-0dbe-496f-8582-e130e4c34821,
INE748D01010,535514,PRIMECAPM,,,,PRIMECAPM,,PRIMECAPM,8ef2d7f2-7f56-4c58-87fa-4885dc39443d,
INE748T01016,539742,SIMBHALS,,SIMBHALS,,Simbhaoli Sugars,,SIMBHALS,2effed0f-0431-4e2f-a335-b34804a1e0c0,
INE748Z01013,202533,SUMIT,,SUMIT,,Sumit Woods,,SUMIT,c4a7b049-ba0c-4cba-be9c-25629ab751d5,
INE749A01030,532286,JINDALSTEL,,JINDALSTEL,,Jindal Steel,,JINDALSTEL,e4d6f6ca-6be9-4fb5-8df6-a8a1572d4e2b,
INE749B01020,539287,ORTINGLOBE,,ORTINGLOBE,,Ortin Global,,ORTINGLOBE,ef3a8546-a5f3-4fbc-92c0-43f5e682f668,
INE749Y01014,200184,AMJUMBO,,AMJUMBO,,A & M Jumbo Bags,,AMJUMBO,05fca79a-fa2d-4b90-aad9-f59c4cb77aef,
INE750A01020,500314,ORIENTHOT,,ORIENTHOT,,Oriental Hotels,,ORIENTHOT,3d9d8e55-8bfa-459d-af9f-0b2d2ff7d82f,
INE750B01010,524628,PARKERAC,,,,Parker Agrochem Exports,,PARKERAC,f8925a01-ba11-404a-936d-70f6512d6b28,
INE750C01026,524404,MARKSANS,,MARKSANS,,Marksans Pharma,,MARKSANS,c248c00b-2260-4bcf-855b-94f4ff8a5d9d,
INE750D01016,503162,RELCHEMQ,,RELCHEMQ,,Reliance Chemotex,,RELCHEMQ,560d6c6f-7a69-4f30-96dd-f4124b9b7f8f,
INE750G01019,512099,EY,,,,Eyantra Ventures,,EY,152ee06e-e7ea-4293-93be-ff82875ddb0e,
INE750M01017,534328,HEXATRADEX,,HEXATRADEX,,Hexa Tradex,,HEXATRADEX,b307dc0d-35f2-433a-8a3c-187a6ffbbeab,
INE750R01016,539562,AARNAV,,,,Aarnav Fashions,,AARNAV,c9c80731-6a2b-4d10-bdfd-820e049364de,
INE751B01018,500333,PIXTRANS,,PIXTRANS,,PIX Transmissions,,PIXTRANS,41f8b08e-c9b7-4e42-a910-9919a3da489e,
INE751D01014,524703,SANDUPHQ,,,,Sandu Pharmaceuticals,,SANDUPHQ,9e1f6b90-913f-4220-bad5-135c2a2728b7,
INE751R01014,539090,RAJPUTANA,,,,Rajputana Investment & Finance,,RAJPUTANA,599b6e64-b177-45ea-9189-1686006b6169,
INE752B01024,506605,POLYCHEM,,,,Polychem,,POLYCHEM,fa59c09b-5c26-4142-a670-982fa7a2b015,
INE752E01010,532898,POWERGRID,,POWERGRID,,Power Grid Corporation of India,,POWERGRID,cb868222-c3c4-4487-9d85-cc8ae9c88fe6,
INE752G01015,532650,MSPL,,MSPL,,MSP Steel & Power,,MSPL,13e6ea4a-5b59-448e-88d5-a37a7159a0a0,
INE752H01013,534804,CARERATING,,CARERATING,,CARE Ratings,,CARERATING,2c1abb90-ccdb-4c88-874a-5a048b8da611,
INE753B01014,526813,RAGHUNAT,,,,Raghunath International,,RAGHUNAT,4893faa9-06d8-4b71-910d-7fd053e81d83,
INE753D01010,508961,SHRICON,,,,Shricon Industries,,SHRICON,46071901-dd99-44fa-8c3a-63663e996b69,
INE753K01015,533161,EMMBI,,EMMBI,,Emmbi Industries,,EMMBI,f106fb9f-119f-4014-bc53-dbb4ce95fc2c,
INE753U01022,543812,DIVGIITTS,,DIVGIITTS,,Divgi Torqtransfer Systems,,DIVGIITTS,1d616907-5a19-449b-89cf-154fd0350659,
INE753W01010,205222,SANGINITA,,SANGINITA,,Sanginita Chemicals,,SANGINITA,0306bf8a-a0bd-4e46-953e-2956d2062bc9,
INE754A01055,532348,SUBEXLTD,,SUBEXLTD,,Subex,,SUBEXLTD,3e4862ab-600d-4719-82c9-8242a96ef1f1,
INE754B01012,531552,RAGHUTOB,,,,Raghunath Tobacco,,RAGHUTOB,448234f9-980c-4e15-aaf1-60f039fd3f9a,
INE754C01010,511571,SODFC,,,,Som Datt Finance Corporation,,SODFC,23413e3d-4b28-4b38-b44b-32a5aa4959c9,
INE754D01018,512014,SOBME,,,,Sobhagya Mercantile,,SOBME,951f6378-29d8-4e20-8660-51e7bf688be6,
INE754X01016,202402,AARVI,,AARVI,,Aarvi Encon,,AARVI,fc6a9cc2-27ed-4939-b2c4-4dff2b77b24f,
INE755D01015,504959,STOVACQ,,,,Stovec Industries,,STOVACQ,e192b794-2ece-4aab-a5c4-8829d81d3afc,
INE755J01012,531902,GALLOPENT,,,,Gallops Enterprise,,GALLOPENT,5ed586e6-a1f1-4c88-b4b3-1597679151da,
INE755Q01025,538598,VISHAL,,,,Vishal Fabrics,,VISHAL,1a5ded6b-251c-40d1-ad43-b827fae82954,
INE756A01019,517399,VXLINSTR,,,,VXL Instruments,,VXLINSTR,121a313b-e84e-4d15-9ab1-db84148abf09,
INE756C01015,204326,NDGL,,NDGL,,Naga Dhunseri Group,,NDGL,4a04e846-da3b-4cf2-a0e9-ecdbad487fa0,
INE756R01013,539012,MEGRISOFT,,,,Megri Soft,,MEGRISOFT,56147466-20ac-4172-9420-9da545cc0160,
INE757A01017,508814,COSMOFIRST,,COSMOFIRST,,Cosmo First,,COSMOFIRST,a9f7e187-63ea-401c-a87c-2656cd00fa52,
INE757B01015,520151,TRANSWORLD,,TRANSWORLD,,Transworld Shipping Lines,,TRANSWORLD,d265527e-5bbe-4dcb-b2b7-63a645930be3,
INE757C01021,507852,ADDIND,,,,Addi Industries,,ADDIND,51d891fb-93d3-4fe1-a4fa-abf1954cc74e,
INE757D01011,524204,TEEAI,,,,Teesta Agro Industries,,TEEAI,44ae8922-e6d2-413d-baa7-5e52c1776ca6,
INE757T01025,542670,AEPL,,,,Artemis Electricals,,AEPL,0633d2a0-d085-466e-a584-a0b719eb9d3a,
INE758A01072,512149,AVANCE,,,,Avance Technologies,,AVANCE,1f11374d-46d6-460c-8fac-2563b19db75c,
INE758C01029,532811,AHLUCONT,,AHLUCONT,,Ahluwalia Contracts,,AHLUCONT,4c88ee03-9d16-4f28-a1ba-3ea63f238f0a,
INE758D01027,501945,DHENUBUILD,,,,Dhenu Buildcon Infra,,DHENUBUILD,9844997b-0a5b-48d1-bfe7-2bc1bef752f1,
INE758E01017,543940,JIOFIN,,JIOFIN,,Jio Financial Services,,JIOFIN,6b046d93-10d7-4dce-93e7-328098ceae97,
INE758T01015,543320,ETERNAL,,ETERNAL,,Eternal,,ETERNAL,61d00faa-6223-4e42-a760-b4f79f24d3f0,
INE758W01019,541133,ACFL,,,,Apex Capital & Finance,,ACFL,66c0ee62-f612-4b21-963b-099a5a06c969,
INE759A01021,523704,MASTEK,,MASTEK,,Mastek,,MASTEK,8a7d4596-408b-40b6-aea2-f5a7213dbb3b,
INE759F01012,522005,AUSTENG,,,,Austin Engineering Company,,AUSTENG,877d6ee2-7e5c-49c3-b345-4513a64eab0e,
INE759I01024,526435,PERFEPA,,,,Perfectpac,,PERFEPA,ed7d6090-1ee0-4060-913b-60d1c1f3c185,
INE759V01019,540210,HEADSUP,,HEADSUP,,Heads UP Ventures,,HEADSUP,7f5c1d78-8a21-498c-8247-40237517dc02,
INE760A01029,523207,KOKUYOCMLN,,KOKUYOCMLN,,Kokuyo Camlin,,KOKUYOCMLN,9444df7f-9141-48d3-be34-df9084edb413,
INE760B01019,526775,VALIANT,,,,Valiant Communications,,VALIANT,04abe10e-7f6d-404b-815d-fd3b81ae8beb,
INE760F01028,524648,INDOAMIN,,INDOAMIN,,Indo Amines,,INDOAMIN,fb741c62-6e75-4ea5-835a-769a0f3ff078,
INE760J01012,514171,CEETAIN,,,,Ceeta Industries,,CEETAIN,eda7a1f6-9cc5-4181-8482-206bbd1ee30e,
INE760L01018,534369,TBZ,,TBZ,,Tribhovandas Bhimji Zaveri,,TBZ,1eebd4b6-d5f0-4de4-9a52-883f7dee8bb7,
INE760W01023,211980,RPPL,,RPPL,,Rajshree Polypack,,RPPL,466f52ce-fec2-4cf1-95ee-48f90139fb86,
INE760Y01011,540923,ASHOKAMET,,ASHOKAMET,,Ashoka Metcast,,ASHOKAMET,2cc266c7-aaf9-4885-9d72-52d92693d8df,
INE761D01021,539132,WARDWIZFBL,,,,Wardwizard Foods & Beverages,,WARDWIZFBL,a23eb756-dd49-4f51-bedd-2dd64df51386,
INE761G01016,514183,BLACKROSE,,,,Black Rose Industries,,BLACKROSE,4528989e-b5fb-402c-8812-49405d42f936,
INE761H01022,532827,PAGEIND,,PAGEIND,,Page Industries,,PAGEIND,11a8be70-7eb9-4e1c-bd7b-f3416e773194,
INE761Q01015,538732,VGCL,,,,Vibrant Global Capital,,VGCL,56c40080-4388-49f1-8dfe-4658de5fe492,
INE761R01013,539468,TFSL,,,,Typhoon Financial Services,,TFSL,8163a47e-25f5-4686-9a57-4cf93e3113a6,
INE761Y01019,543416,ZODIAC,,ZODIAC,,Zodiac Energy,,ZODIAC,aba9eced-5bc7-4220-9def-6576fea550bf,
INE762C01021,526241,AMRAPLIN,,,,Amrapali Industries,,AMRAPLIN,b254b51f-d526-45ca-aa13-fc725a92d210,
INE762D01011,512064,VISVEN,,,,Vishvprabha Ventures,,VISVEN,9a26df30-7355-4566-9c5d-83e60abb9ae5,
INE763B01013,523289,RAMAVISION,,,,Rama Vision,,RAMAVISION,bed8eaa9-cb29-4588-96a7-3fa9d4959700,
INE763D01019,509038,VOLLF,,,,Voltaire Leasing & Finance,,VOLLF,222b65fd-fbe7-48ad-aded-1799d700eb59,
INE763I01026,532928,TARIL,,TARIL,,Transformers & Rectifiers,,TARIL,9fd23578-16b9-4eea-867c-3604149210b3,
INE763K01014,531885,SVAINDIA,,,,SVA India,,SVAINDIA,a5f637cd-afe1-405f-b9e1-637b210886ee,
INE763M01028,531357,MERCURYEV,,,,Mercury EV-Tech,,MERCURYEV,4e394301-bed1-46bd-92a0-c437151bd86c,
INE764B01029,530445,SUMERUIND,,,,Sumeru Industries,,SUMERUIND,60e8b71f-c796-4e50-99bc-58c501f6d1e0,
INE764D01017,531266,VSTTILLERS,,VSTTILLERS,,VST Tillers Tractors,,VSTTILLERS,145fcb58-19b7-4efe-a5d8-95a9fa841a76,
INE764L01010,539346,SADBHIN,,SADBHIN,,Sadbhav Infrastructure Projects,,SADBHIN,b60b353d-d56d-4d91-83e5-9f9c8d35f5b3,
INE765B01018,526479,SKYIND,,,,Sky Industries,,SKYIND,31ce471d-f197-42c7-a354-05ff801555e4,
INE765D01022,505872,WPIL,,,,WPIL,,WPIL,d8fec823-6a2b-480a-96ff-8dc11c0147f6,
INE765G01017,540716,ICICIGI,,ICICIGI,,ICICI Lombard General Insurance,,ICICIGI,ce159898-2251-4ea5-ba69-44bc7e8c5010,
INE765L01017,512477,BETXIND,,,,Betex,,BETXIND,910e8701-52b4-4b87-a610-eac7772b516d,
INE766D01020,539494,SMARTFIN,,,,Smart Finsec,,SMARTFIN,91b5a114-a615-4442-bcdc-9b5cb6b6b0be,
INE766P01016,540768,MAHLOG,,MAHLOG,,Mahindra Logistic,,MAHLOG,71fdb72b-403a-4c5c-a413-9a62705137f7,
INE766Q01014,4294,,,BDR,,BDR Buildco,,,e01248fb-46cc-4888-8501-78e485163703,
INE767A01016,524348,AARTIDRUGS,,AARTIDRUGS,,Aarti Drugs,,AARTIDRUGS,4f100eaf-bde9-40b1-b779-ec057e648222,
INE767B01022,531518,VIKASPROP,,,,Vikas Proppant & Granite,,VIKASPROP,d82eb75b-4ea6-4d3a-b14c-64ae5731cfa1,
INE767C01012,523850,AXTEL,,,,Axtel Industries,,AXTEL,dd115dd8-a465-4684-b9f9-a9af8d0e385f,
INE767M01029,512025,BANGANGA,,,,Banganga Paper Industries,,BANGANGA,862b27c6-d576-42f9-a7ea-58c6d020011d,
INE768C01010,531335,ZYDUSWELL,,ZYDUSWELL,,Zydus Wellness,,ZYDUSWELL,1f203c3e-5083-4133-8638-d8129f98b1d1,
INE768E01024,532806,AICHAMP,,,,AI Champdany Industries,,AICHAMP,c2ecdbf2-3598-4b6b-840f-f0ce5848b771,
INE769A01020,524208,AARTIIND,,AARTIIND,,Aarti Industries,,AARTIIND,9a8d5f51-52c5-42ff-87e8-5d50ca7c6530,
INE769D01016,512624,REGENTRP,,,,Regent Enterprises,,REGENTRP,6c0df7f1-fe5b-4456-81d0-61d6c4ea8de8,
INE770A01010,513532,PRADPME,,,,Pradeep Metals,,PRADPME,8915a13d-4c4e-46bf-8ad1-51095b5c45a3,
INE771A01026,526642,MIRZAINT,,MIRZAINT,,Mirza International,,MIRZAINT,f30c9923-8fcd-49e5-a325-1f65fbb2b872,
INE771C01014,542906,EASUN,,,,Easun Capital Markets,,EASUN,128043cf-6387-4c77-85bb-a6797e52f120,
INE771E01010,531168,ASSOCER,,,,Associated Ceramics,,ASSOCER,44497639-be23-471f-bb9f-ff0a14cf2fb0,
INE771F01025,524743,FISCHER,,,,Fischer Medical Ventures,,FISCHER,6c6c753b-66a9-49c5-9b47-728f8237ce3b,
INE771Z01015,511254,SAGARSYST,,,,Sagar Systech,,SAGARSYST,89eb1ef2-0c06-4666-b25c-efa0f962fa39,
INE772T01024,544144,PVSL,,PVSL,,Popular Vehicles & Services,,PVSL,9b2b3281-8659-4a2e-a1e5-14be22d3786c,
INE773D01018,526139,TRABI,,,,Transgene Biotek,,TRABI,26cf91e9-30d3-4a64-b7f5-e07c46497cdd,
INE773I01017,533029,ALKALI,,ALKALI,,Alkali Metals,,ALKALI,8f77777c-3efc-41e5-ad00-a82a04afd894,
INE773T01014,539760,RELICAB,,,,Relicab Cable Manufacturing,,RELICAB,348cd0cc-5c2b-4ff0-829d-3f8f41dc744c,
INE773Y01014,540955,TDSL,,,,Tasty Dairy Specialities,,TDSL,f591344a-f6ae-4ab6-bc24-72affe4c269a,
INE774D01024,532720,M&MFIN,,M&MFIN,,M&M Financial Services,,M&MFIN,9854ca5c-6c69-46a0-8d48-a95a708d6384,
INE775A01035,517334,MOTHERSON,,MOTHERSON,,Samvardhana Motherson International,,MOTHERSON,2d1ae6e0-dc63-4985-9368-19402f420f07,
INE775R01013,505807,ROLCOEN,,,,Rolcon Engineering Company,,ROLCOEN,1dfd5b4e-98ff-4ef5-b9e3-80e237f70d92,
INE776C01039,532754,GMRAIRPORT,,GMRAIRPORT,,GMR Airports Infrastructure,,GMRAIRPORT,6e70ea48-f454-43bb-8397-592523aed992,
INE776I01010,539126,MEP,,MEP,,MEP Infrastructure Developers,,MEP,769dafd9-52ee-44c4-8d42-c510ec9a30a2,
INE776O01018,539013,GITARENEW,,,,Gita Renewable Energy,,GITARENEW,5fb7e038-6de1-4eb7-93d7-e82214f3802c,
INE776V01013,512303,ZMANSOON,,,,Mansoon Trading,,ZMANSOON,02ed41a3-a9a6-48d5-8805-c5705077d10c,
INE777A01023,502587,NATHIND,,,,Nath Industries,,NATHIND,53e25bf9-9633-43b7-a6ae-270be458520f,
INE777C01011,511543,GSBFIN,,,,GSB Finance,,GSBFIN,63ce0728-0242-42d8-93fd-f917e85cf0a4,
INE777F01014,544133,EXICOM,,EXICOM,,Exicom Tele-Systems,,EXICOM,d7b31a61-f568-4913-b963-3f0bc437c387,
INE777G01012,531359,SRAMSET,,,,Shriram Asset Management Company,,SRAMSET,95dde205-11e4-4c78-b7c2-0449948646dc,
INE777K01022,543981,RRKABEL,,RRKABEL,,RR Kabel,,RRKABEL,9d637fbd-6a78-42eb-9055-8d837c0d85cb,
INE777O01016,539011,CHENFERRO,,,,Chennai Ferrous,,CHENFERRO,cdeee62a-d9ee-4201-97f0-088294e1a442,
INE777X01017,540718,AAYUSHBULL,,,,Aayush Art and Bullion,,AAYUSHBULL,a688ac0b-79ae-48a9-909e-e34f931db291,
INE778B01029,500136,ESTER,,ESTER,,Ester Industries,,ESTER,972cb2b8-8bb7-46f9-80ba-85c617edcf4f,
INE778E01031,531900,CCLINTER,,,,CCL International,,CCLINTER,7f858e64-437e-46c4-a837-daccf4a4812f,
INE778I01024,532975,TELOGICA,,,,Telogica,,TELOGICA,a5566978-8950-4b45-8162-cb2f772e2871,
INE778K01012,533218,EMAMIREAL,,EMAMIREAL,,Emami Realty,,EMAMIREAL,c2f8cf4e-21c2-46d0-bfbb-9989c346817c,
INE778N01016,509046,TRILIANCE,,,,Triliance Polymers,,TRILIANCE,41ee369d-e39c-41e6-87fa-5843fb22c925,
INE779Q01017,538895,MIHIKA,,,,Mihika Industries,,MIHIKA,43320f0d-ed2c-4e82-933e-e0047afa6c19,
INE780C01023,523405,JMFINANCIL,,JMFINANCIL,,JM Financial,,JMFINANCIL,de768a3c-90a1-4846-9ecb-26130d5c4378,
INE780Q01015,539119,JAINMARMO,,,,Jain Marmo Industries,,JAINMARMO,74195e1f-6ae9-4b46-89ad-77afef9b0a19,
INE781A01025,532326,INTENTECH,,INTENTECH,,Intense Technologies,,INTENTECH,4d44b275-fec3-4ce5-bfa7-baa2318412a1,
INE781B01015,532481,NOIDATOLL,,NOIDATOLL,,Noida Toll Bridge,,NOIDATOLL,542a4d23-1aa0-49dd-9dba-d4b5e3f8fd38,
INE781S01027,544321,VENTIVE,,VENTIVE,,Ventive Hospitality,,VENTIVE,3ab98aea-2137-4d3b-b650-c3d8d072e84e,
INE782A01015,523398,JCHAC,,JCHAC,,Johnson Controls Hitachi AC,,JCHAC,1ad47130-2d1e-4f19-ae81-b3d5277ceb9d,
INE782D01027,505216,ALFREDHE,,,,Alfred Herbert,,ALFREDHE,97524714-1b08-40b1-bd10-ae8c07ef823a,
INE782E01017,524669,HESTERBIO,,HESTERBIO,,Hester Biosciences,,HESTERBIO,f6527576-3ee0-4ed1-b546-4a5014b0682c,
INE782L01012,203706,SANCO,,SANCO,,Sanco Industries,,SANCO,23d8e01b-cb45-4cfb-8fe7-ba7a15ba2056,
INE782X01033,210510,SERVOTECH,,SERVOTECH,,Servotech Renewable  Power,,SERVOTECH,bc6e2e88-53f8-4e2a-90e9-28f17fbdebd2,
INE783E01023,504176,HIGHENE,,,,High Energy Batteries,,HIGHENE,ccdc7f5c-7a80-4507-8863-4428466f4eaa,
INE783X01023,541269,CHEMFAB,,CHEMFAB,,Chemfab Alkalis,,CHEMFAB,17a39cc5-c292-475f-b8b3-b7b88daca217,
INE784B01035,514348,WINSOME,,WINSOME,,Winsome Yarns,,WINSOME,bd80252c-6fdb-42b6-a41f-0f668dfe1812,
INE784M01016,530899,ASIAPAK,,,,Asia Pack,,ASIAPAK,f8d37b13-7822-41e7-a0da-7cdec32c89cd,
INE784R01023,539151,ARFIN,,,,Arfin India,,ARFIN,e8e95b4e-fb83-43fa-9d9f-6d18a4671cb4,
INE784W01015,540396,MANOMAY,,MANOMAY,,Manomay Tex,,MANOMAY,6b673600-d0d6-436f-83da-55215c967c96,
INE785A01026,524330,JAYAGROGN,,JAYAGROGN,,Jayant Agro Organics,,JAYAGROGN,eae3fbb7-1a4c-4bf5-a985-745cb9c9a194,
INE785D01012,531278,ELIXIR,,,,Elixir Capital,,ELIXIR,d55ceec8-6fc0-4196-b93e-4638630d2abb,
INE785M01021,534809,PCJEWELLER,,PCJEWELLER,,PC Jeweller,,PCJEWELLER,91d8a7fd-9f1b-4af7-ab3a-116fea5da41f,
INE785O01019,538667,SIROHIA,,,,Sirohia & Sons,,SIROHIA,7be96c1d-9c8e-455e-b578-d69da5f32763,
INE786A01032,500380,JKLAKSHMI,,JKLAKSHMI,,JK Lakshmi Cement,,JKLAKSHMI,267d1496-bb44-4dae-8a4f-7790099352a4,
INE786E01018,531968,IITLPROJ,,,,IITL Projects,,IITLPROJ,5116fb8e-3b79-4bff-9de2-fafda1b422e3,
INE786F01031,532729,UTTAMSUGAR,,UTTAMSUGAR,,Uttam Sugar Mills,,UTTAMSUGAR,de729694-7983-45fc-8fed-39d6ae96834a,
INE786J01033,530525,RRETAIL,,,,Rajnish Retail,,RRETAIL,72b6381c-1cfc-4816-a8cb-d7623e08e84d,
INE786K01023,503675,WAGEND,,,,Wagend Infra Venture,,WAGEND,c272dee6-525e-449c-a928-ce8a10a16d94,
INE786W01010,200105,RKEC,,RKEC,,RKEC Projects,,RKEC,5f4c4911-3d95-49cd-b3f2-0934ce2a24eb,
INE787D01026,502355,BALKRISIND,,BALKRISIND,,Balkrishna Industries,,BALKRISIND,af26b696-10fd-445e-91a4-b436993a402b,
INE788B01028,524652,INDSWFTLTD,,INDSWFTLTD,,Ind Swift,,INDSWFTLTD,c1397277-f450-47a5-85c7-9c47867885c4,
INE788D01016,517246,BCCFUBA,,,,BCC Fuba,,BCCFUBA,305cbd40-1354-432e-babd-78ee9db4aec3,
INE788H01017,532847,HILTON,,HILTON,,Hilton Metal Forging,,HILTON,8b1b86d7-c269-4024-bdeb-9fb425890e7b,
INE788J01021,539148,SHIVALIK,,SHIVALIK,,Shivalik Rasayan,,SHIVALIK,3081847f-8754-42e5-9fda-52279e67583e,
INE788M01017,508571,COCHMAL,,,,Cochin Malabar Estates,,COCHMAL,f2470981-5804-4bf0-8721-5425190e6b80,
INE789B01018,530825,DAIKAFFI,,,,Daikaffil Chemicals,,DAIKAFFI,fd79c770-80c7-4f11-8078-81ea6c3544f5,
INE789D01014,506313,SASHWAT,,,,Sashwat Technocrats,,SASHWAT,a4facadf-5fcd-4283-82cb-ccf363062de9,
INE789E01012,532162,JKPAPER,,JKPAPER,,JK Paper,,JKPAPER,64b5eaad-c761-4b79-801f-8b2cb6d4f2b0,
INE789R01022,540190,FRANKLININD,,,,Franklin Industries,,FRANKLININD,8d4d67be-1aee-45d2-9258-7905aeb199dc,
INE790B01024,533192,KCPSUGIND,,KCPSUGIND,,KCP Sugar & Industries,,KCPSUGIND,60b76cdd-e9fb-4f75-8c0b-4b4c9a0bed16,
INE790C01014,514326,PATSPINLTD,,,,Patspin,,PATSPINLTD,806e11fc-aafe-4830-bb62-c96d2782c464,
INE790D01020,532992,CHLLTD,,,,CHL,,CHLLTD,cac614a6-8657-4691-8006-ec4730b49a9b,
INE790G01031,530549,SHILPAMED,,SHILPAMED,,Shilpa Medicare,,SHILPAMED,f9f4d880-8b1a-45fd-974d-dfbd2c497b49,
INE791A01024,532290,BLBLIMITED,,BLBLIMITED,,BLB,,BLBLIMITED,6e8e7a49-3a8b-4402-a3cd-3253f8d9a0b9,
INE791B01014,517415,LEENEE,,,,Lee & Nee Softwares Exports,,LEENEE,e3784e0f-0f9c-4b85-ba79-4826444456ea,
INE791C01012,530291,PAOS,,,,Paos Industries,,PAOS,4dadee5e-f589-42f5-9bfe-50370aa37c9d,
INE791E01018,513456,KANSHST,,,,Kanishk Steel Industries,,KANSHST,5e273131-8371-4e29-aa6c-b430555cc0e2,
INE791H01011,508918,IRONWOOD,,,,Ironwood Education,,IRONWOOD,e3c18f65-fdc2-49f0-afba-8ad7ff9c1fd7,
INE791I01019,532929,BRIGADE,,BRIGADE,,Brigade Enterprises,,BRIGADE,2b9c7b61-b922-4bc3-8922-67add1c00029,
INE792B01012,532335,AMBICAAGAR,,AMBICAAGAR,,Ambica Agarbathies,,AMBICAAGAR,4cf8d72d-194b-469b-8c32-cdc7e4437e87,
INE792G01011,538395,NAM,,,,Nam Securities,,NAM,5793de9e-4574-461e-9aca-b881dad062e0,
INE792H01019,532773,GLOBALVECT,,GLOBALVECT,,Global Vectra Helicorp,,GLOBALVECT,4c8404dc-ff58-449f-b3d2-8ea194d1320a,
INE792I01017,532941,CORDSCABLE,,CORDSCABLE,,Cords Cable Industries,,CORDSCABLE,9d5e1f24-8070-47b9-8cb6-afa2d3b37d86,
INE792J01015,531608,GORANIN,,,,Gorani Industries,,GORANIN,70e1a296-5e8c-4e0a-a318-57e51d92d1d4,
INE792P01020,539673,RCL,,,,Radhagobind Commercial,,RCL,100bfc74-a362-4eeb-9635-5d9b70a34509,
INE792X01016,202490,TRANSWIND,,TRANSWIND,,Transwind Infrastructures,,TRANSWIND,1b47080b-70cb-4644-b898-70a60f3efe2e,
INE792Z01011,543686,SIRCA,,SIRCA,,Sirca Paints,,SIRCA,58fc502e-cdd2-4444-a866-ed3a0adb4ed5,
INE793A01012,532268,ACCELYA,,ACCELYA,,Accelya Solutions,,ACCELYA,b40766fe-cf2e-4a4b-9737-90df15328596,
INE793G01035,534060,PMCFIN,,,,PMC Fincorp,,PMCFIN,66ad36f7-62a0-4871-956f-5c047f0c43e3,
INE793H01017,531832,NAGTECH,,,,Nagarjuna Agri Tech,,NAGTECH,b9ea076b-d43e-4581-9936-80fc5985765b,
INE793Z01027,542446,JONJUA,,,,Jonjua Overseas,,JONJUA,9b381b2a-e493-4c5b-aba1-ae1c3016fe4f,
INE794A01010,524558,NEULANDLAB,,NEULANDLAB,,Neuland Laboratories,,NEULANDLAB,5a3aebae-3c7a-4df2-9c83-129e85a6d371,
INE794B01026,532382,BALAJITELE,,BALAJITELE,,Balaji Telefilms,,BALAJITELE,005ec26a-1d30-45f5-9601-f56798691ce5,
INE794C01016,526841,SHAKTIPR,,,,Shakti Press,,SHAKTIPR,6cfec177-6c40-4116-ae92-3f1af5e97555,
